time,close,rsi14,ema50
2025-07-02T03:15:00.000000000Z,143.554,,
2025-07-02T03:30:00.000000000Z,143.548,,
2025-07-02T03:45:00.000000000Z,143.528,,
2025-07-02T04:00:00.000000000Z,143.477,,
2025-07-02T04:15:00.000000000Z,143.546,,
2025-07-02T04:30:00.000000000Z,143.572,,
2025-07-02T04:45:00.000000000Z,143.554,,
2025-07-02T05:00:00.000000000Z,143.667,,
2025-07-02T05:15:00.000000000Z,143.696,,
2025-07-02T05:30:00.000000000Z,143.635,,
2025-07-02T05:45:00.000000000Z,143.757,,
2025-07-02T06:00:00.000000000Z,143.74,,
2025-07-02T06:15:00.000000000Z,143.712,,
2025-07-02T06:30:00.000000000Z,143.82,,
2025-07-02T06:45:00.000000000Z,143.808,70.54504161603191,
2025-07-02T07:00:00.000000000Z,143.852,73.30689982349506,
2025-07-02T07:15:00.000000000Z,143.934,77.53459016642795,
2025-07-02T07:30:00.000000000Z,143.84,64.85399660729007,
2025-07-02T07:45:00.000000000Z,143.9,68.40587802207774,
2025-07-02T08:00:00.000000000Z,143.815,59.26782160845083,
2025-07-02T08:15:00.000000000Z,143.854,61.78995649846644,
2025-07-02T08:30:00.000000000Z,143.826,58.96691546251476,
2025-07-02T08:45:00.000000000Z,143.973,67.39035340472023,
2025-07-02T09:00:00.000000000Z,144.112,73.0285655114409,
2025-07-02T09:15:00.000000000Z,144.178,75.21945276664789,
2025-07-02T09:30:00.000000000Z,144.188,75.54360511313725,
2025-07-02T09:45:00.000000000Z,144.151,71.80115422255332,
2025-07-02T10:00:00.000000000Z,144.04,61.894708514725956,
2025-07-02T10:15:00.000000000Z,144.0,58.7490678245655,
2025-07-02T10:30:00.000000000Z,143.918,52.82237939607309,
2025-07-02T10:45:00.000000000Z,143.928,53.43926099010572,
2025-07-02T11:00:00.000000000Z,143.905,51.76279025383615,
2025-07-02T11:15:00.000000000Z,143.978,56.43432601707908,
2025-07-02T11:30:00.000000000Z,144.08,61.975513588814515,
2025-07-02T11:45:00.000000000Z,144.182,66.55646118391803,
2025-07-02T12:00:00.000000000Z,144.186,66.72575639044963,
2025-07-02T12:15:00.000000000Z,143.673,39.26992628347383,
2025-07-02T12:30:00.000000000Z,143.776,44.23165874733902,
2025-07-02T12:45:00.000000000Z,143.872,48.45840414210787,
2025-07-02T13:00:00.000000000Z,143.733,43.33682696509168,
2025-07-02T13:15:00.000000000Z,144.064,55.4198152565919,
2025-07-02T13:30:00.000000000Z,143.912,50.13296364969002,
2025-07-02T13:45:00.000000000Z,144.002,52.9924204606159,
2025-07-02T14:00:00.000000000Z,144.072,55.14671202776066,
2025-07-02T14:15:00.000000000Z,144.013,52.94432002302277,
2025-07-02T14:30:00.000000000Z,144.002,52.523156093068216,
2025-07-02T14:45:00.000000000Z,144.028,53.46542081521085,
2025-07-02T15:00:00.000000000Z,143.874,47.45745329635229,
2025-07-02T15:15:00.000000000Z,143.856,46.79554839742673,
2025-07-02T15:30:00.000000000Z,143.818,45.35729924000932,143.86298
2025-07-02T15:45:00.000000000Z,143.762,43.24778449591401,143.85902
2025-07-02T16:00:00.000000000Z,143.719,41.646107614082666,143.85352901960783
2025-07-02T16:15:00.000000000Z,143.708,41.22549160436026,143.84782199923106
2025-07-02T16:30:00.000000000Z,143.743,43.191497280941256,143.84371133259455
2025-07-02T16:45:00.000000000Z,143.739,43.01441040884331,143.83960500582614
2025-07-02T17:00:00.000000000Z,143.67,39.97004663679568,143.8329538291271
2025-07-02T17:15:00.000000000Z,143.712,42.631629361805544,143.82821054171035
2025-07-02T17:30:00.000000000Z,143.702,42.152415008447996,143.8232611087021
2025-07-02T17:45:00.000000000Z,143.696,41.84845722295887,143.8182704769883
2025-07-02T18:00:00.000000000Z,143.683,41.155987761990104,143.81296575240052
2025-07-02T18:15:00.000000000Z,143.64,38.86516507055564,143.80618278171815
2025-07-02T18:30:00.000000000Z,143.603,36.958849303328236,143.7982148294939
2025-07-02T18:45:00.000000000Z,143.622,38.62368617351608,143.79130444402355
2025-07-02T19:00:00.000000000Z,143.66,41.926903991507494,143.78615525014027
2025-07-02T19:15:00.000000000Z,143.63,40.09239133238608,143.78003151484066
2025-07-02T19:30:00.000000000Z,143.652,42.093369379971854,143.7750106711214
2025-07-02T19:45:00.000000000Z,143.62,40.00052007281902,143.76893182127353
2025-07-02T20:00:00.000000000Z,143.63,40.98793521704374,143.76348351455692
2025-07-02T20:15:00.000000000Z,143.638,41.81293422366659,143.75856259241743
2025-07-02T20:30:00.000000000Z,143.663,44.42754417306474,143.7548150397736
2025-07-02T20:45:00.000000000Z,143.66,44.17104612383336,143.75109680291973
2025-07-02T21:00:00.000000000Z,143.733,51.507594360127946,143.75038712437387
2025-07-02T21:15:00.000000000Z,143.692,47.71502831064227,143.74809743322197
2025-07-02T21:30:00.000000000Z,143.664,45.26386429557497,143.74479949466425
2025-07-02T21:45:00.000000000Z,143.646,43.70936392455202,143.74092500467742
2025-07-02T22:00:00.000000000Z,143.59,39.1989738255354,143.73500637704302
2025-07-02T22:15:00.000000000Z,143.566,37.41694062291455,143.72837867598253
2025-07-02T22:30:00.000000000Z,143.616,43.20937579249641,143.72397166908127
2025-07-02T22:45:00.000000000Z,143.615,43.12340871684476,143.71969827029378
2025-07-02T23:00:00.000000000Z,143.556,38.28384308831264,143.71327873028227
2025-07-02T23:15:00.000000000Z,143.586,41.85694245197012,143.70828740752611
2025-07-02T23:30:00.000000000Z,143.504,35.762291490590115,143.70027613664274
2025-07-02T23:45:00.000000000Z,143.52,37.6693917122308,143.69320648422539
2025-07-03T00:00:00.000000000Z,143.564,42.70676567699228,143.68813956327537
2025-07-03T00:15:00.000000000Z,143.502,38.04142558789623,143.6808399725587
2025-07-03T00:30:00.000000000Z,143.51,38.967888423443576,143.6741403657917
2025-07-03T00:45:00.000000000Z,143.588,47.24995503521061,143.67076231223123
2025-07-03T01:00:00.000000000Z,143.594,47.83634919110075,143.66775202547706
2025-07-03T01:15:00.000000000Z,143.552,44.13757364399159,143.6632127303603
2025-07-03T01:30:00.000000000Z,143.496,39.72687145224221,143.6566553683854
2025-07-03T01:45:00.000000000Z,143.554,45.77127339699217,143.6526296676644
2025-07-03T02:00:00.000000000Z,143.672,55.539996354233715,143.6533892885403
2025-07-03T02:15:00.000000000Z,143.73,59.410380210080156,143.65639363016618
2025-07-03T02:30:00.000000000Z,143.694,56.143428847555825,143.65786838976751
2025-07-03T02:45:00.000000000Z,143.683,55.14557739650878,143.65885394310996
2025-07-03T03:00:00.000000000Z,143.698,56.286524614141264,143.66038908259586
2025-07-03T03:15:00.000000000Z,143.768,61.24126943034707,143.66460911857249
2025-07-03T03:30:00.000000000Z,143.806,63.64996039954237,143.67015385902062
2025-07-03T03:45:00.000000000Z,143.85,66.26426104720746,143.67720664886295
2025-07-03T04:00:00.000000000Z,143.8,60.90385786158812,143.68202207439774
2025-07-03T04:15:00.000000000Z,143.784,59.252062540386795,143.68602120873507
2025-07-03T04:30:00.000000000Z,143.83,62.40867720039917,143.6916674358435
2025-07-03T04:45:00.000000000Z,143.841,63.14394296754723,143.69752361483003
2025-07-03T05:00:00.000000000Z,143.914,67.6641276391305,143.7060128848367
2025-07-03T05:15:00.000000000Z,143.888,64.62410365094912,143.71314963445096
2025-07-03T05:30:00.000000000Z,143.865,61.97163271888028,143.719104550747
2025-07-03T05:45:00.000000000Z,143.862,61.616385715765496,143.72470829385497
2025-07-03T06:00:00.000000000Z,143.837,58.60163996445039,143.72911189017438
2025-07-03T06:15:00.000000000Z,143.894,63.04167395336864,143.7355780905597
2025-07-03T06:30:00.000000000Z,143.894,63.04167395336863,143.7417907144593
2025-07-03T06:45:00.000000000Z,143.774,49.95909230678139,143.74305382369621
2025-07-03T07:00:00.000000000Z,143.784,50.874006781487495,143.7446595561003
2025-07-03T07:15:00.000000000Z,143.693,43.143669003597296,143.7426336911552
2025-07-03T07:30:00.000000000Z,143.791,51.66210105467738,143.74453040914912
2025-07-03T07:45:00.000000000Z,143.862,56.72119818826144,143.74913705977073
2025-07-03T08:00:00.000000000Z,143.845,55.23066791985099,143.75289639076013
2025-07-03T08:15:00.000000000Z,143.838,54.594490829767516,143.7562337872009
2025-07-03T08:30:00.000000000Z,143.824,53.272835468702205,143.75889128574204
2025-07-03T08:45:00.000000000Z,143.876,57.39815680392539,143.7634837843404
2025-07-03T09:00:00.000000000Z,143.868,56.570688915762666,143.7675824594643
2025-07-03T09:15:00.000000000Z,143.875,57.152750434407444,143.77179491203435
2025-07-03T09:30:00.000000000Z,143.862,55.66076322293105,143.77533236646437
2025-07-03T09:45:00.000000000Z,143.857,55.06535104514624,143.7785350187599
2025-07-03T10:00:00.000000000Z,143.818,50.525338301123966,143.78008266508303
2025-07-03T10:15:00.000000000Z,143.764,44.993808557157735,143.77945197233467
2025-07-03T10:30:00.000000000Z,143.808,49.814991627823716,143.78057150283135
2025-07-03T10:45:00.000000000Z,143.848,53.781008101180305,143.7832157576223
2025-07-03T11:00:00.000000000Z,143.855,54.459278942886044,143.78603082595083
2025-07-03T11:15:00.000000000Z,143.836,52.219250379185624,143.78799040140373
2025-07-03T11:30:00.000000000Z,143.856,54.347896842064934,143.79065744448593
2025-07-03T11:45:00.000000000Z,143.865,55.312685157933096,143.7935728388198
2025-07-03T12:00:00.000000000Z,143.904,59.32424814415283,143.79790331572883
2025-07-03T12:15:00.000000000Z,143.795,46.70486672024032,143.79778946021005
2025-07-03T12:30:00.000000000Z,145.058,85.41619831325515,143.8472094813783
2025-07-03T12:45:00.000000000Z,145.007,82.80080723727313,143.89269146250072
2025-07-03T13:00:00.000000000Z,144.99,81.90059095540026,143.93572316985365
2025-07-03T13:15:00.000000000Z,144.768,71.0389040033045,143.9683614769182
2025-07-03T13:30:00.000000000Z,144.701,68.10338136934033,143.99709239939202
2025-07-03T13:45:00.000000000Z,144.772,69.53982884203734,144.0274809327492
2025-07-03T14:00:00.000000000Z,144.875,71.5420509851561,144.06071697460217
2025-07-03T14:15:00.000000000Z,144.884,71.71699353875933,144.09300258344132
2025-07-03T14:30:00.000000000Z,145.027,74.40889475600999,144.1296299331103
2025-07-03T14:45:00.000000000Z,145.097,75.63156105312507,144.1675660141648
2025-07-03T15:00:00.000000000Z,144.987,69.97393156495046,144.19970068027598
2025-07-03T15:15:00.000000000Z,144.84,63.172945317542045,144.22481045752008
2025-07-03T15:30:00.000000000Z,144.921,65.18112567460017,144.25211200820556
2025-07-03T15:45:00.000000000Z,144.97,66.37562442710492,144.28026447847202
2025-07-03T16:00:00.000000000Z,145.017,67.5263929304765,144.30915606755156
2025-07-03T16:15:00.000000000Z,145.126,70.0835484519576,144.3411891629417
2025-07-03T16:30:00.000000000Z,145.154,70.72136193856733,144.3730640977283
2025-07-03T16:45:00.000000000Z,145.054,65.36174319986621,144.39976746644484
2025-07-03T17:00:00.000000000Z,145.043,64.78017219250451,144.4249922716823
2025-07-03T17:15:00.000000000Z,145.018,63.399480139427226,144.44824747671436
2025-07-03T17:30:00.000000000Z,145.084,65.49060825810753,144.47317894821575
2025-07-03T17:45:00.000000000Z,145.076,65.00579310661682,144.49681898946218
2025-07-03T18:00:00.000000000Z,145.018,61.45382722931044,144.51725746046367
2025-07-03T18:15:00.000000000Z,145.064,63.17253889484494,144.53869834436705
2025-07-03T18:30:00.000000000Z,145.064,63.17253889484494,144.55929840929383
2025-07-03T18:45:00.000000000Z,145.106,64.83296057308205,144.58073768736074
2025-07-03T19:00:00.000000000Z,145.072,62.38100122104368,144.6000028760917
2025-07-03T19:15:00.000000000Z,145.016,58.459381974021,144.61631648879398
2025-07-03T19:30:00.000000000Z,145.022,58.75853614558411,144.63222564609617
2025-07-03T19:45:00.000000000Z,145.04,59.69625669208902,144.64821679722965
2025-07-03T20:00:00.000000000Z,145.03,58.895075908617564,144.6631886875344
2025-07-03T20:15:00.000000000Z,144.988,55.524515052361124,144.67592638606246
2025-07-03T20:30:00.000000000Z,144.923,50.68958015462491,144.68561554739335
2025-07-03T20:45:00.000000000Z,144.922,50.61655545644916,144.69488552592696
2025-07-03T21:00:00.000000000Z,144.954,52.952293812132815,144.7050468778514
2025-07-03T21:15:00.000000000Z,144.955,53.02706344182587,144.71484896107293
2025-07-03T21:30:00.000000000Z,144.958,53.26701096586408,144.72438429593282
2025-07-03T21:45:00.000000000Z,144.94,51.56501076102571,144.7328398137394
2025-07-03T22:00:00.000000000Z,144.956,53.00251154884794,144.74159119359274
2025-07-03T22:15:00.000000000Z,144.934,50.77123208627887,144.74913663698126
2025-07-03T22:30:00.000000000Z,144.932,50.562840117700404,144.7563077492565
2025-07-03T22:45:00.000000000Z,144.874,44.81775984861825,144.7609231316386
